Price,Square Area,Bedrooms,Bathrooms,Security,Airconditioning,Parking,Balcony,Furnishing,Rating,ReviewsCount,Swimming pool,Multi-Purpose Hall,Function Rooms,Gym,Study Hall,furnishing_label,amenities_count,size_category,occupancy_demand
114617,64,6,2,1,1,1,1,Fully Furnished,4.2,301,1,1,1,1,1,2,9,2,1
68421,39,3,1,1,1,1,1,Semi Furnished,4.3,66.5,1,1,1,1,1,1,9,1,2
26714,25,2,1,1,1,0,0,Unfurnished,4.7,185,1,1,1,1,0,0,6,0,2
81275,49,3,1,1,1,1,1,Fully Furnished,4,3,1,1,1,1,1,2,9,1,2
36907,40,1,1,1,1,0,1,Semi Furnished,4.3,66.5,1,0,0,1,1,1,6,1,2
64790,42,3,2,1,1,1,1,Semi Furnished,4.3,66.5,1,1,1,1,1,1,9,1,2
124637,90,5,2,1,1,1,1,Fully Furnished,4.3,66.5,1,1,1,1,1,2,9,3,0
19063,27,0,1,1,1,0,0,Unfurnished,4.3,66.5,0,1,1,1,0,0,5,0,2
87621,54,5,2,1,1,1,1,Fully Furnished,4.3,66.5,1,1,1,1,1,2,9,2,1
78157,48,5,2,1,1,1,1,Fully Furnished,4.3,66.5,1,1,1,1,1,2,9,1,2
117886,96,5,2,1,1,1,1,Fully Furnished,4.3,66.5,1,1,1,1,1,2,9,3,1
11686,20,1,1,0,1,0,0,Unfurnished,4.3,66.5,0,0,1,1,0,0,3,0,2
128983,76,6,2,1,1,1,1,Fully Furnished,4.5,117,1,1,1,1,1,2,9,3,0
73246,57,4,1,1,1,1,1,Semi Furnished,4.3,66.5,1,1,1,1,1,1,9,2,1
96044,40,4,2,1,1,1,1,Fully Furnished,4.3,66.5,1,1,1,1,1,2,9,1,2
11298,22,1,1,1,0,0,0,Unfurnished,4.3,66.5,1,1,1,1,1,0,6,0,2
31302,30,1,1,1,1,0,1,Unfurnished,4.4,37,1,0,0,1,1,0,6,1,2
139391,98,4,2,1,1,1,1,Fully Furnished,4.3,66.5,1,1,1,1,1,2,9,3,0
64309,43,4,2,1,1,0,1,Semi Furnished,4.3,66.5,1,1,1,1,1,1,8,1,2
115692,101,6,3,1,1,1,1,Fully Furnished,4.3,66.5,1,1,1,1,1,2,9,3,1
115504,62,5,3,1,1,1,1,Fully Furnished,4.9,13,1,1,1,1,1,2,9,2,1
82161,43,5,1,1,1,1,1,Fully Furnished,4.3,66.5,1,1,1,1,1,2,9,1,2
98304,59,5,1,1,1,1,1,Fully Furnished,4.2,19,1,1,1,1,1,2,9,2,1
147617,91,4,3,1,1,1,1,Fully Furnished,4.1,36,1,1,1,1,1,2,9,3,0
97258,56,3,2,1,1,1,1,Fully Furnished,5,1,1,1,1,1,1,2,9,2,1
8631,21,1,1,1,1,0,0,Unfurnished,4.3,66.5,0,0,0,0,1,0,3,0,2
35699,37,1,2,1,1,0,1,Semi Furnished,4.3,66.5,1,0,0,1,1,1,6,1,2
33738,27,1,1,1,1,0,1,Unfurnished,4.3,66.5,1,1,0,0,0,0,5,0,2
148844,101,6,2,1,1,1,1,Fully Furnished,4.5,839,1,1,1,1,1,2,9,3,0
49037,33,3,1,1,1,1,1,Semi Furnished,4.4,44,1,0,0,1,1,1,7,1,2
146902,100,4,3,1,1,1,1,Fully Furnished,4.3,66.5,1,1,1,1,1,2,9,3,0
149233,94,6,2,1,1,1,1,Fully Furnished,4.3,66.5,1,1,1,1,1,2,9,3,0
110720,72,6,3,1,1,1,1,Fully Furnished,4.4,44,1,1,1,1,1,2,9,2,1
85947,41,3,1,1,1,1,1,Fully Furnished,4.3,66.5,1,1,1,1,1,2,9,1,2
6834,15,1,1,1,0,0,0,Unfurnished,4.3,66.5,1,0,1,0,1,0,4,0,2
143636,94,6,3,1,1,1,1,Fully Furnished,4.4,44,1,1,1,1,1,2,9,3,0
32426,29,1,1,1,1,0,0,Unfurnished,4,3,1,0,1,1,0,0,5,0,2
128151,53,5,2,1,1,1,1,Fully Furnished,3,1,1,1,1,1,1,2,9,2,0
93746,42,5,1,1,1,1,1,Fully Furnished,4.3,66.5,1,1,1,1,1,2,9,1,2
81113,44,5,1,1,1,1,1,Fully Furnished,4.6,16,1,1,1,1,1,2,9,1,2
139707,100,4,3,1,1,1,1,Fully Furnished,4.3,66.5,1,1,1,1,1,2,9,3,0
59987,36,4,1,1,1,0,1,Semi Furnished,4.3,66.5,1,1,1,1,1,1,8,1,2
84743,48,3,1,1,1,1,1,Fully Furnished,4.3,66.5,1,1,1,1,1,2,9,1,2
87725,55,5,1,1,1,1,1,Fully Furnished,4.4,165,1,1,1,1,1,2,9,2,1
92184,49,3,1,1,1,1,1,Fully Furnished,4.5,6377,1,1,1,1,1,2,9,1,2
50993,40,2,2,1,1,1,1,Semi Furnished,4.3,66.5,1,1,1,1,1,1,9,1,2
18652,28,0,1,1,1,0,1,Unfurnished,4.5,13607,0,1,1,0,0,0,5,0,2
48049,40,2,1,1,1,0,1,Semi Furnished,4.3,192,1,1,1,1,1,1,8,1,2
11734,19,1,1,1,0,0,0,Unfurnished,4.3,66.5,0,1,0,1,0,0,3,0,2
137506,51,4,2,1,1,1,1,Fully Furnished,4.3,66.5,1,1,1,1,1,2,9,2,1
109387,110,5,2,1,1,1,1,Fully Furnished,4.3,66.5,1,1,1,1,1,2,9,3,1
81616,48,3,2,1,1,1,1,Fully Furnished,4.3,66.5,1,1,1,1,1,2,9,1,2
50864,35,4,1,1,1,0,1,Semi Furnished,4.3,66.5,1,1,1,1,1,1,8,1,2
40194,40,2,1,1,1,1,1,Semi Furnished,4.3,66.5,1,0,0,1,1,1,7,1,2
46635,36,3,1,1,1,0,1,Semi Furnished,4.3,66.5,1,0,1,1,1,1,7,1,2
100157,65,5,3,1,1,1,1,Fully Furnished,4.3,66.5,1,1,1,1,1,2,9,2,1
84192,55,4,2,1,1,1,1,Fully Furnished,4.3,66.5,1,1,1,1,1,2,9,2,1
135059,99,5,2,1,1,1,1,Fully Furnished,4.3,66.5,1,1,1,1,1,2,9,3,0
133741,81,5,3,1,1,1,1,Fully Furnished,4.3,66.5,1,1,1,1,1,2,9,3,0
107041,97,4,3,1,1,1,1,Fully Furnished,4.3,66.5,1,1,1,1,1,2,9,3,1
17947,28,0,1,1,1,0,1,Unfurnished,4.3,66.5,1,1,0,0,0,0,5,0,2
110902,104,6,3,1,1,1,1,Fully Furnished,4.3,66.5,1,1,1,1,1,2,9,3,1
120237,92,5,2,1,1,1,1,Fully Furnished,4.7,6,1,1,1,1,1,2,9,3,0
100443,117,4,3,1,1,1,1,Fully Furnished,4.3,80,1,1,1,1,1,2,9,3,1
34718,29,2,1,1,1,0,1,Unfurnished,4.2,168,1,0,1,0,0,0,5,0,2
148236,97,6,3,1,1,1,1,Fully Furnished,4.3,65,1,1,1,1,1,2,9,3,0
72739,56,3,2,1,1,1,1,Semi Furnished,4.4,37,1,1,1,1,1,1,9,2,2
55325,39,2,1,1,1,1,1,Semi Furnished,4.4,265,1,1,1,1,1,1,9,1,2
15574,26,1,1,1,1,0,1,Unfurnished,4.3,66.5,0,0,0,0,1,0,4,0,2
31549,35,2,1,1,1,0,1,Unfurnished,4.5,84,1,1,0,0,1,0,6,1,2
105826,64,6,3,1,1,1,1,Fully Furnished,4.5,84,1,1,1,1,1,2,9,2,1
26263,31,1,1,1,1,0,0,Unfurnished,4.3,66.5,1,0,0,0,1,0,4,1,2
105994,77,5,3,1,1,1,1,Fully Furnished,4.3,66.5,1,1,1,1,1,2,9,3,0
145992,76,5,3,1,1,1,1,Fully Furnished,4.3,66.5,1,1,1,1,1,2,9,3,0
81976,50,5,1,1,1,1,1,Fully Furnished,4.3,66.5,1,1,1,1,1,2,9,2,2
84544,48,3,1,1,1,1,1,Fully Furnished,4.3,66.5,1,1,1,1,1,2,9,1,2
89455,44,4,1,1,1,1,1,Fully Furnished,4.3,66.5,1,1,1,1,1,2,9,1,2
20002,25,2,1,1,1,0,1,Unfurnished,4.7,185,1,1,0,0,1,0,6,0,2
44808,37,2,1,1,1,1,1,Semi Furnished,4.3,66.5,1,0,1,1,1,1,8,1,2
16797,24,1,1,1,1,0,0,Unfurnished,4.4,108,1,1,0,1,0,0,5,0,2
93645,42,3,1,1,1,1,1,Fully Furnished,4.3,66.5,1,1,1,1,1,2,9,1,2
104717,71,4,2,1,1,1,1,Fully Furnished,4,4,1,1,1,1,1,2,9,2,1
10067,18,1,1,0,0,0,0,Unfurnished,4.4,77,0,0,1,1,1,0,3,0,2
86765,45,4,1,1,1,1,1,Fully Furnished,4.3,66.5,1,1,1,1,1,2,9,1,2
43131,40,2,1,1,1,1,1,Semi Furnished,4.3,66.5,1,0,1,1,1,1,8,1,2
130736,102,6,2,1,1,1,1,Fully Furnished,4.3,66.5,1,1,1,1,1,2,9,3,0
118653,68,4,2,1,1,1,1,Fully Furnished,5,1,1,1,1,1,1,2,9,2,1
114833,98,5,2,1,1,1,1,Fully Furnished,4.3,66.5,1,1,1,1,1,2,9,3,1
91214,48,5,1,1,1,1,1,Fully Furnished,4.3,23,1,1,1,1,1,2,9,1,2
66410,40,4,2,1,1,0,1,Semi Furnished,5,1,1,1,1,1,1,1,8,1,2
40749,38,1,1,1,1,1,1,Semi Furnished,4.3,66.5,1,0,1,1,1,1,8,1,2
77356,50,3,2,1,1,1,1,Fully Furnished,4.6,16,1,1,1,1,1,2,9,2,2
142744,89,4,3,1,1,1,1,Fully Furnished,4.3,66.5,1,1,1,1,1,2,9,3,0
140949,85,4,2,1,1,1,1,Fully Furnished,4.3,113,1,1,1,1,1,2,9,3,0
99195,51,5,1,1,1,1,1,Fully Furnished,4.3,66.5,1,1,1,1,1,2,9,2,1
55246,36,2,2,1,1,0,1,Semi Furnished,4.7,185,1,1,1,1,1,1,8,1,2
76415,41,4,1,1,1,1,1,Fully Furnished,4.3,66.5,1,1,1,1,1,2,9,1,2
95086,52,4,2,1,1,1,1,Fully Furnished,4.3,66.5,1,1,1,1,1,2,9,2,1
149613,59,6,2,1,1,1,1,Fully Furnished,4.3,66.5,1,1,1,1,1,2,9,2,1
18896,30,0,1,1,1,0,1,Unfurnished,4.3,66.5,1,0,0,0,1,0,5,1,2
14724,29,1,1,1,1,0,1,Unfurnished,4.3,66.5,1,1,1,0,0,0,6,0,2
100056,56,6,3,1,1,1,1,Fully Furnished,4.6,16,1,1,1,1,1,2,9,2,1
93605,53,3,2,1,1,1,1,Fully Furnished,4.3,66.5,1,1,1,1,1,2,9,2,1
114115,50,4,3,1,1,1,1,Fully Furnished,4.2,85,1,1,1,1,1,2,9,2,1
59522,42,4,1,1,1,1,1,Semi Furnished,4.3,66.5,1,1,1,1,1,1,9,1,2
106216,93,5,3,1,1,1,1,Fully Furnished,4.3,66.5,1,1,1,1,1,2,9,3,1
66277,38,3,1,1,1,1,1,Semi Furnished,4,3,1,1,1,1,1,1,9,1,2
120967,75,5,3,1,1,1,1,Fully Furnished,4.3,66.5,1,1,1,1,1,2,9,3,0
144224,89,6,3,1,1,1,1,Fully Furnished,4.3,66.5,1,1,1,1,1,2,9,3,0
147285,55,6,3,1,1,1,1,Fully Furnished,4.3,66.5,1,1,1,1,1,2,9,2,1
46020,33,2,2,1,1,1,1,Semi Furnished,4.5,152,1,1,1,1,1,1,9,1,2
111377,78,4,2,1,1,1,1,Fully Furnished,4.3,66.5,1,1,1,1,1,2,9,3,0
30255,35,2,1,1,1,0,0,Unfurnished,4.3,66.5,1,0,1,0,1,0,5,1,2
60016,39,3,2,1,1,1,1,Semi Furnished,4.6,12990,1,1,1,1,1,1,9,1,2
80298,60,4,2,1,1,1,1,Fully Furnished,4.3,66.5,1,1,1,1,1,2,9,2,1
141622,63,6,3,1,1,1,1,Fully Furnished,4.3,66.5,1,1,1,1,1,2,9,2,1
27197,33,1,1,1,1,0,1,Unfurnished,4.3,94,1,0,1,1,0,0,6,1,2
71005,53,5,2,1,1,1,1,Semi Furnished,4.3,66.5,1,1,1,1,1,1,9,2,2
41184,33,2,2,1,1,1,1,Semi Furnished,4.6,91,1,0,0,1,1,1,7,1,2
70488,43,5,1,1,1,1,1,Semi Furnished,4.3,65,1,1,1,1,1,1,9,1,2
148671,71,4,3,1,1,1,1,Fully Furnished,4,3,1,1,1,1,1,2,9,2,1
76588,52,4,1,1,1,1,1,Fully Furnished,4.5,152,1,1,1,1,1,2,9,2,2
121524,108,5,3,1,1,1,1,Fully Furnished,4.3,66.5,1,1,1,1,1,2,9,3,1
28541,34,2,1,1,1,0,1,Unfurnished,4.3,66.5,1,0,1,0,1,0,6,1,2
48022,31,1,2,1,1,1,1,Semi Furnished,4.3,66.5,1,0,0,1,1,1,7,1,2
20904,31,1,1,1,1,0,1,Unfurnished,4.3,396,1,1,0,0,1,0,6,1,2
140336,103,6,3,1,1,1,1,Fully Furnished,4.3,66.5,1,1,1,1,1,2,9,3,0
49588,40,3,1,1,1,0,1,Semi Furnished,4.7,185,1,1,0,1,1,1,7,1,2
121823,57,6,3,1,1,1,1,Fully Furnished,4.3,66.5,1,1,1,1,1,2,9,2,1
131249,120,6,3,1,1,1,1,Fully Furnished,4.3,66.5,1,1,1,1,1,2,9,3,1
82489,43,4,1,1,1,1,1,Fully Furnished,4.3,66.5,1,1,1,1,1,2,9,1,2
109157,52,6,2,1,1,1,1,Fully Furnished,4.3,66.5,1,1,1,1,1,2,9,2,1
89370,56,3,1,1,1,1,1,Fully Furnished,4.3,23,1,1,1,1,1,2,9,2,2
42500,34,3,2,1,1,1,1,Semi Furnished,4.3,66.5,1,0,0,1,1,1,7,1,2
3701,12,1,1,0,0,0,0,Unfurnished,4.3,66.5,1,0,1,0,0,0,2,0,2
5286,23,0,1,0,0,0,0,Unfurnished,4.3,66.5,0,1,1,0,1,0,3,0,2
22568,34,2,1,1,1,0,1,Unfurnished,4.3,66.5,1,1,0,1,1,0,7,1,2
50628,37,3,2,1,1,0,1,Semi Furnished,4.3,66.5,1,1,1,1,1,1,8,1,2
54340,41,4,1,1,1,0,1,Semi Furnished,4.3,66.5,1,1,1,1,1,1,8,1,2
40338,30,3,2,1,1,1,1,Semi Furnished,4.3,66.5,1,1,1,1,1,1,9,1,2
63970,38,3,1,1,1,1,1,Semi Furnished,4.3,66.5,1,1,1,1,1,1,9,1,2
58099,43,3,2,1,1,0,1,Semi Furnished,4.3,66.5,1,1,1,1,1,1,8,1,2
77495,41,3,2,1,1,1,1,Fully Furnished,4.3,66.5,1,1,1,1,1,2,9,1,2
99039,44,4,2,1,1,1,1,Fully Furnished,4.3,66.5,1,1,1,1,1,2,9,1,2
124790,86,5,3,1,1,1,1,Fully Furnished,4.4,120,1,1,1,1,1,2,9,3,0
13031,23,1,1,1,1,0,0,Unfurnished,4.3,66.5,1,0,0,1,0,0,4,0,2
38124,39,1,1,1,1,1,1,Semi Furnished,4.3,66.5,1,1,1,1,1,1,9,1,2
131404,98,5,2,1,1,1,1,Fully Furnished,4.4,44,1,1,1,1,1,2,9,3,0
147245,98,5,2,1,1,1,1,Fully Furnished,4.3,66.5,1,1,1,1,1,2,9,3,0
85473,45,3,2,1,1,1,1,Fully Furnished,4.3,66.5,1,1,1,1,1,2,9,1,2
12141,13,1,1,0,1,0,0,Unfurnished,4.3,66.5,0,0,0,0,1,0,2,0,2
137133,117,4,3,1,1,1,1,Fully Furnished,4.5,152,1,1,1,1,1,2,9,3,1
85091,57,3,1,1,1,1,1,Fully Furnished,4.3,66.5,1,1,1,1,1,2,9,2,1
139316,76,5,2,1,1,1,1,Fully Furnished,4.3,66.5,1,1,1,1,1,2,9,3,0
83517,50,4,1,1,1,1,1,Fully Furnished,4.3,66.5,1,1,1,1,1,2,9,2,1
130299,76,5,2,1,1,1,1,Fully Furnished,3.9,87,1,1,1,1,1,2,9,3,0
38466,40,2,1,1,1,1,1,Semi Furnished,4.3,66.5,1,0,1,1,1,1,8,1,2
144708,104,5,2,1,1,1,1,Fully Furnished,4.3,66.5,1,1,1,1,1,2,9,3,0
126259,57,6,3,1,1,1,1,Fully Furnished,4.3,66.5,1,1,1,1,1,2,9,2,1
39742,40,1,2,1,1,0,1,Semi Furnished,4.4,37,1,0,0,1,1,1,6,1,2
35708,31,3,1,1,1,1,1,Semi Furnished,4.3,66.5,1,1,1,1,1,1,9,1,2
58029,43,4,2,1,1,1,1,Semi Furnished,4.4,120,1,1,1,1,1,1,9,1,2
5080,23,1,1,0,1,0,0,Unfurnished,4.3,66.5,0,0,0,1,0,0,2,0,2
108017,96,4,3,1,1,1,1,Fully Furnished,4.3,66.5,1,1,1,1,1,2,9,3,1
145114,98,5,3,1,1,1,1,Fully Furnished,4.3,66.5,1,1,1,1,1,2,9,3,0
22438,34,1,1,1,1,0,0,Unfurnished,4.3,66.5,1,1,0,1,1,0,6,1,2
14278,20,0,1,1,1,0,1,Unfurnished,4.3,66.5,0,0,1,0,0,0,4,0,2
22920,34,1,1,1,1,0,1,Unfurnished,4.5,33,1,1,0,1,1,0,7,1,2
74106,58,4,1,1,1,1,1,Semi Furnished,4.5,839,1,1,1,1,1,1,9,2,2
46047,33,2,1,1,1,0,1,Semi Furnished,4.3,66.5,1,1,0,1,1,1,7,1,2
83300,54,5,1,1,1,1,1,Fully Furnished,4.3,66.5,1,1,1,1,1,2,9,2,2
104504,65,4,2,1,1,1,1,Fully Furnished,4.3,66.5,1,1,1,1,1,2,9,2,1
132588,59,6,2,1,1,1,1,Fully Furnished,4.3,66.5,1,1,1,1,1,2,9,2,1
73069,49,5,2,1,1,1,1,Semi Furnished,4.3,66.5,1,1,1,1,1,1,9,1,2
34295,34,1,1,1,1,0,1,Unfurnished,4.3,66.5,1,0,1,0,1,0,6,1,2
48150,33,3,2,1,1,0,1,Semi Furnished,4.3,66.5,1,0,1,1,1,1,7,1,2
129568,63,5,2,1,1,1,1,Fully Furnished,4.3,66.5,1,1,1,1,1,2,9,2,1
6990,22,1,1,0,1,0,0,Unfurnished,4.3,66.5,0,0,1,0,0,0,2,0,2
127724,87,4,2,1,1,1,1,Fully Furnished,3.8,392,1,1,1,1,1,2,9,3,0
19778,30,0,1,1,1,0,0,Unfurnished,4.3,66.5,0,0,1,0,1,0,4,1,2
5756,18,0,1,0,0,0,0,Unfurnished,4.3,66.5,1,0,0,0,1,0,2,0,2
120992,93,6,2,1,1,1,1,Fully Furnished,4.3,66.5,1,1,1,1,1,2,9,3,0
12386,20,0,1,1,1,0,0,Unfurnished,4.3,66.5,1,1,0,1,1,0,6,0,2
17675,23,0,1,1,1,0,0,Unfurnished,4.3,66.5,1,1,1,1,1,0,7,0,2
109235,52,6,3,1,1,1,1,Fully Furnished,4.3,66.5,1,1,1,1,1,2,9,2,1
122620,104,5,2,1,1,1,1,Fully Furnished,4.3,66.5,1,1,1,1,1,2,9,3,1
92609,43,4,1,1,1,1,1,Fully Furnished,4.2,85,1,1,1,1,1,2,9,1,2
32803,26,1,1,1,1,0,1,Unfurnished,4.3,66.5,1,1,0,0,1,0,6,0,2
131457,72,6,3,1,1,1,1,Fully Furnished,4.4,44,1,1,1,1,1,2,9,2,1
47260,31,3,2,1,1,1,1,Semi Furnished,4.3,66.5,1,0,1,1,1,1,8,1,2
15326,22,0,1,1,1,0,1,Unfurnished,4.3,66.5,0,1,1,1,1,0,7,0,2
10197,16,0,1,0,0,0,0,Unfurnished,4.3,66.5,1,1,0,1,0,0,3,0,2
119355,85,6,2,1,1,1,1,Fully Furnished,4.7,3,1,1,1,1,1,2,9,3,0
4014,17,1,1,1,0,0,0,Unfurnished,4.3,66.5,1,0,1,0,1,0,4,0,2
91272,42,4,2,1,1,1,1,Fully Furnished,4.5,33,1,1,1,1,1,2,9,1,2
90388,50,4,1,1,1,1,1,Fully Furnished,4.3,65,1,1,1,1,1,2,9,2,1
64487,35,2,1,1,1,0,1,Semi Furnished,4.3,66.5,1,1,1,1,1,1,8,1,2
15179,23,0,1,1,1,0,1,Unfurnished,4.4,165,1,1,0,1,1,0,7,0,2
126419,120,4,2,1,1,1,1,Fully Furnished,4.3,66.5,1,1,1,1,1,2,9,3,1
22705,26,1,1,1,1,0,1,Unfurnished,4.3,127,1,0,0,0,1,0,5,0,2
65535,42,2,2,1,1,0,1,Semi Furnished,4.3,66.5,1,1,1,1,1,1,8,1,2
18432,23,0,1,1,1,0,1,Unfurnished,4.3,66.5,1,0,0,0,1,0,5,0,2
40114,35,2,1,1,1,0,1,Semi Furnished,4.3,66.5,1,1,1,1,1,1,8,1,2
131544,95,6,3,1,1,1,1,Fully Furnished,4.3,66.5,1,1,1,1,1,2,9,3,0
36557,34,3,2,1,1,0,1,Semi Furnished,4.3,66.5,1,0,1,1,1,1,7,1,2
110727,105,5,3,1,1,1,1,Fully Furnished,4.3,88,1,1,1,1,1,2,9,3,1
117766,72,6,3,1,1,1,1,Fully Furnished,4.3,66.5,1,1,1,1,1,2,9,2,1
6657,20,0,1,0,0,0,0,Unfurnished,4.3,66.5,0,0,1,0,0,0,1,0,2
85411,45,3,2,1,1,1,1,Fully Furnished,4.3,66.5,1,1,1,1,1,2,9,1,2
16820,26,1,1,1,1,0,0,Unfurnished,4.4,165,0,0,1,1,1,0,5,0,2
23483,28,2,1,1,1,0,0,Unfurnished,4.7,185,1,1,0,1,0,0,5,0,2
2814,14,1,1,1,1,0,0,Unfurnished,4.3,66.5,1,0,1,1,0,0,5,0,2
115874,112,5,3,1,1,1,1,Fully Furnished,4.5,44,1,1,1,1,1,2,9,3,1
32242,27,2,1,1,1,0,1,Unfurnished,4.3,66.5,1,0,0,0,0,0,4,0,2
24985,30,2,1,1,1,0,0,Unfurnished,4.3,66.5,1,0,1,0,0,0,4,1,2
103115,70,5,2,1,1,1,1,Fully Furnished,4.3,66.5,1,1,1,1,1,2,9,2,1
122962,79,6,2,1,1,1,1,Fully Furnished,4.3,66.5,1,1,1,1,1,2,9,3,0
122378,92,5,3,1,1,1,1,Fully Furnished,4.3,66.5,1,1,1,1,1,2,9,3,0
106371,58,5,2,1,1,1,1,Fully Furnished,4.3,66.5,1,1,1,1,1,2,9,2,1
67157,38,3,1,1,1,0,1,Semi Furnished,1,1,1,1,1,1,1,1,8,1,1
4926,12,1,1,1,0,0,0,Unfurnished,4.3,66.5,0,1,0,1,1,0,4,0,2
76973,43,3,2,1,1,1,1,Fully Furnished,4.3,66.5,1,1,1,1,1,2,9,1,2
128627,106,6,2,1,1,1,1,Fully Furnished,4.3,66.5,1,1,1,1,1,2,9,3,1
32765,31,2,1,1,1,0,0,Unfurnished,4.3,66.5,1,0,0,0,1,0,4,1,2
64233,37,4,1,1,1,0,1,Semi Furnished,4.3,66.5,1,1,1,1,1,1,8,1,2
44804,39,2,2,1,1,1,1,Semi Furnished,4.3,66.5,1,0,1,1,1,1,8,1,2
125915,114,6,2,1,1,1,1,Fully Furnished,4.3,66.5,1,1,1,1,1,2,9,3,1
27031,25,2,1,1,1,0,1,Unfurnished,4.3,192,1,0,0,1,1,0,6,0,2
22367,27,1,1,1,1,0,0,Unfurnished,4.3,66.5,1,0,0,1,0,0,4,0,2
122379,110,4,2,1,1,1,1,Fully Furnished,4.3,66.5,1,1,1,1,1,2,9,3,1
30709,25,2,1,1,1,0,1,Unfurnished,4,23,1,1,1,1,0,0,7,0,2
127288,58,6,2,1,1,1,1,Fully Furnished,4.3,66.5,1,1,1,1,1,2,9,2,1
44419,31,2,2,1,1,0,1,Semi Furnished,4.3,66.5,1,1,0,1,1,1,7,1,2
41879,38,3,2,1,1,1,1,Semi Furnished,4.3,66.5,1,0,1,1,1,1,8,1,2
111972,93,4,3,1,1,1,1,Fully Furnished,4.3,66.5,1,1,1,1,1,2,9,3,1
84739,59,4,2,1,1,1,1,Fully Furnished,5,2,1,1,1,1,1,2,9,2,2
5632,16,0,1,0,1,0,0,Unfurnished,4.3,32,1,1,1,0,1,0,5,0,2
135160,63,5,2,1,1,1,1,Fully Furnished,4.4,25,1,1,1,1,1,2,9,2,1
123244,94,5,3,1,1,1,1,Fully Furnished,4.3,66.5,1,1,1,1,1,2,9,3,0
56279,35,3,2,1,1,1,1,Semi Furnished,4.5,36355,1,1,1,1,1,1,9,1,2
60081,41,3,1,1,1,1,1,Semi Furnished,4.3,66.5,1,1,1,1,1,1,9,1,2
49236,35,2,2,1,1,0,1,Semi Furnished,5,1,1,1,0,1,1,1,7,1,2
116167,85,4,2,1,1,1,1,Fully Furnished,4.3,66.5,1,1,1,1,1,2,9,3,0
132145,101,6,2,1,1,1,1,Fully Furnished,4.3,396,1,1,1,1,1,2,9,3,0
103938,108,6,3,1,1,1,1,Fully Furnished,4.4,37,1,1,1,1,1,2,9,3,1
57044,42,2,1,1,1,0,1,Semi Furnished,4.3,66.5,1,1,1,1,1,1,8,1,2
73339,45,4,1,1,1,1,1,Semi Furnished,4.3,66.5,1,1,1,1,1,1,9,1,2
75979,60,3,1,1,1,1,1,Fully Furnished,3.4,16,1,1,1,1,1,2,9,2,2
28757,32,2,1,1,1,0,1,Unfurnished,4.3,66.5,1,0,1,1,0,0,6,1,2
149773,109,5,3,1,1,1,1,Fully Furnished,4.3,66.5,1,1,1,1,1,2,9,3,0
139986,67,4,2,1,1,1,1,Fully Furnished,4.3,66.5,1,1,1,1,1,2,9,2,1
45294,31,1,1,1,1,0,1,Semi Furnished,4.2,172,1,1,1,1,1,1,8,1,2
49034,38,3,1,1,1,0,1,Semi Furnished,4.4,37,1,1,1,1,1,1,8,1,2
12249,21,1,1,1,1,0,0,Unfurnished,3.8,6,1,1,0,1,1,0,6,0,2
135968,69,6,3,1,1,1,1,Fully Furnished,4.3,66.5,1,1,1,1,1,2,9,2,1
104733,100,5,3,1,1,1,1,Fully Furnished,4.3,66.5,1,1,1,1,1,2,9,3,1
119176,50,4,2,1,1,1,1,Fully Furnished,4.4,37,1,1,1,1,1,2,9,2,1
5312,21,0,1,1,1,0,0,Unfurnished,4.4,120,0,1,1,0,1,0,5,0,2
19729,29,0,1,1,1,0,0,Unfurnished,4.6,18,0,1,0,0,0,0,3,0,2
95150,50,5,1,1,1,1,1,Fully Furnished,4.3,66.5,1,1,1,1,1,2,9,2,1
145719,90,6,2,1,1,1,1,Fully Furnished,4.3,66.5,1,1,1,1,1,2,9,3,0
99934,58,3,1,1,1,1,1,Fully Furnished,4.3,66.5,1,1,1,1,1,2,9,2,1
12289,19,1,1,1,1,0,0,Unfurnished,5,6,1,0,1,0,0,0,4,0,2
83247,46,3,2,1,1,1,1,Fully Furnished,4.3,66.5,1,1,1,1,1,2,9,1,2
68522,36,2,1,1,1,0,1,Semi Furnished,4.3,66.5,1,1,1,1,1,1,8,1,2
25250,32,2,1,1,1,0,1,Unfurnished,4.6,18,1,0,1,1,0,0,6,1,2
33334,27,2,1,1,1,0,1,Unfurnished,4.6,18,1,1,1,1,0,0,7,0,2
58000,43,3,1,1,1,1,1,Semi Furnished,4.3,375,1,1,1,1,1,1,9,1,2
90736,46,5,1,1,1,1,1,Fully Furnished,4.2,85,1,1,1,1,1,2,9,1,2
44062,32,1,1,1,1,1,1,Semi Furnished,4.3,396,1,0,0,1,1,1,7,1,2
128040,50,6,2,1,1,1,1,Fully Furnished,4.7,185,1,1,1,1,1,2,9,2,1
111703,59,5,3,1,1,1,1,Fully Furnished,3.9,58,1,1,1,1,1,2,9,2,0
28917,30,1,1,1,1,0,1,Unfurnished,4.3,66.5,1,0,0,0,1,0,5,1,2
50267,45,3,1,1,1,1,1,Semi Furnished,4.4,34,1,1,1,1,1,1,9,1,2
9727,24,1,1,0,1,0,0,Unfurnished,4.3,66.5,1,0,1,0,0,0,3,0,2
61323,41,4,1,1,1,1,1,Semi Furnished,4.2,1574,1,1,1,1,1,1,9,1,2
37743,40,3,2,1,1,1,1,Semi Furnished,4.5,36,1,1,0,1,1,1,8,1,2
