Price,Square Area,Bedrooms,Bathrooms,Security,Airconditioning,Parking,Balcony,Furnishing,Rating,ReviewsCount,Swimming pool,Multi-Purpose Hall,Function Rooms,Gym,Study Hall,furnishing_label,price_per_sqm,amenities_count,size_category,occupancy_demand
108912,50,5,3,1,1,1,1,Fully Furnished,4.3,66.5,1,1,1,1,1,2,2178.24,9,2,1
33617,31,1,1,1,1,0,0,Unfurnished,4.7,185.0,1,0,0,0,0,0,1084.4193548387098,3,1,2
133666,113,5,2,1,1,2,1,Fully Furnished,4.3,66.5,1,1,1,1,1,2,1182.8849557522124,10,3,1
27214,25,2,1,1,1,0,0,Unfurnished,4.3,66.5,1,0,0,1,1,0,1088.56,5,0,2
142592,88,4,2,1,1,1,1,Fully Furnished,4.4,32.0,1,1,1,1,1,2,1620.3636363636363,9,3,0
83355,42,5,2,1,1,1,1,Fully Furnished,4.6,18.0,1,1,1,1,1,2,1984.642857142857,9,1,2
93888,55,3,1,1,1,1,1,Fully Furnished,4.3,66.5,1,1,1,1,1,2,1707.0545454545454,9,2,1
35861,36,3,1,1,1,1,1,Semi Furnished,4.3,66.5,1,0,0,1,1,1,996.1388888888889,7,1,2
41690,38,2,2,1,1,0,1,Semi Furnished,5.0,3.0,1,0,0,1,1,1,1097.1052631578948,6,1,2
60841,43,4,2,1,1,0,1,Semi Furnished,4.3,66.5,1,1,1,1,1,1,1414.906976744186,8,1,2
36583,34,3,1,1,1,0,1,Semi Furnished,4.3,66.5,1,1,0,1,1,1,1075.9705882352941,7,1,2
142900,89,5,3,1,1,1,1,Fully Furnished,4.3,66.5,1,1,1,1,1,2,1605.6179775280898,9,3,0
140264,110,5,2,1,1,1,1,Fully Furnished,4.5,75.0,1,1,1,1,1,2,1275.1272727272728,9,3,0
100817,84,5,3,1,1,2,1,Fully Furnished,4.4,37.0,1,1,1,1,1,2,1200.202380952381,10,3,1
68100,40,2,1,1,1,1,1,Semi Furnished,4.3,66.5,1,1,1,1,1,1,1702.5,9,1,2
79996,43,3,2,1,1,2,1,Fully Furnished,4.5,152.0,1,1,1,1,1,2,1860.3720930232557,10,1,2
56916,42,3,2,1,1,0,1,Semi Furnished,4.4,44.0,1,1,1,1,1,1,1355.142857142857,8,1,2
109358,116,4,2,1,1,1,1,Fully Furnished,4.3,66.5,1,1,1,1,1,2,942.7413793103449,9,3,1
57486,41,2,2,1,1,1,1,Semi Furnished,4.3,66.5,1,1,1,1,1,1,1402.0975609756097,9,1,2
121109,101,5,2,1,1,1,1,Fully Furnished,4.3,66.5,1,1,1,1,1,2,1199.09900990099,9,3,1
109779,114,4,2,1,1,2,1,Fully Furnished,4.3,66.5,1,1,1,1,1,2,962.9736842105264,10,3,1
38502,37,2,2,1,1,0,1,Semi Furnished,4.0,23.0,1,1,0,1,1,1,1040.5945945945946,7,1,2
15597,20,0,1,1,1,0,1,Unfurnished,4.3,66.5,1,1,0,0,0,0,779.85,5,0,2
117322,77,4,2,1,1,2,1,Fully Furnished,4.3,66.5,1,1,1,1,1,2,1523.6623376623377,10,3,0
30055,28,1,1,1,1,0,1,Unfurnished,4.3,66.5,1,1,1,1,1,0,1073.392857142857,8,0,2
42015,31,1,2,1,1,0,1,Semi Furnished,4.0,23.0,1,1,0,1,1,1,1355.3225806451612,7,1,2
63234,41,3,1,1,1,0,1,Semi Furnished,4.3,66.5,1,1,1,1,1,1,1542.2926829268292,8,1,2
16611,30,1,1,1,1,0,1,Unfurnished,4.3,66.5,0,1,1,0,1,0,553.7,6,1,2
30664,25,1,1,1,1,0,1,Unfurnished,4.3,66.5,1,1,0,1,1,0,1226.56,7,0,2
42053,37,3,2,1,1,0,1,Semi Furnished,4.1,36.0,1,0,0,1,1,1,1136.5675675675675,6,1,2
37498,37,3,1,1,1,1,1,Semi Furnished,4.3,66.5,1,1,1,1,1,1,1013.4594594594595,9,1,2
33312,31,2,1,1,1,0,1,Unfurnished,4.3,66.5,1,1,1,0,0,0,1074.5806451612902,6,1,2
134721,105,6,2,1,1,2,1,Fully Furnished,4.3,66.5,1,1,1,1,1,2,1283.057142857143,10,3,0
115443,104,5,2,1,1,2,1,Fully Furnished,4.3,66.5,1,1,1,1,1,2,1110.0288461538462,10,3,1
62846,40,4,2,1,1,1,1,Semi Furnished,4.3,66.5,1,1,1,1,1,1,1571.15,9,1,2
143282,72,6,2,1,1,2,1,Fully Furnished,4.4,77.0,1,1,1,1,1,2,1990.0277777777778,10,2,1
131639,117,5,2,1,1,2,1,Fully Furnished,4.4,165.0,1,1,1,1,1,2,1125.1196581196582,10,3,1
88864,52,5,2,1,1,2,1,Fully Furnished,4.7,185.0,1,1,1,1,1,2,1708.923076923077,10,2,1
105705,69,5,3,1,1,2,1,Fully Furnished,4.3,66.5,1,1,1,1,1,2,1531.9565217391305,10,2,2
124768,81,4,3,1,1,2,1,Fully Furnished,4.3,23.0,1,1,1,1,1,2,1540.3456790123457,10,3,0
51119,38,3,1,1,1,0,1,Semi Furnished,4.3,66.5,1,1,1,1,1,1,1345.2368421052631,8,1,2
84103,45,5,2,1,1,1,1,Fully Furnished,4.3,66.5,1,1,1,1,1,2,1868.9555555555555,9,1,2
72612,58,4,2,1,1,1,1,Semi Furnished,4.5,117.0,1,1,1,1,1,1,1251.9310344827586,9,2,2
12341,14,1,1,1,1,0,0,Unfurnished,4.3,66.5,1,0,1,0,0,0,881.5,4,0,2
52771,38,3,1,1,1,0,1,Semi Furnished,4.3,66.5,1,1,1,1,1,1,1388.7105263157894,8,1,2
72286,56,3,2,1,1,2,1,Semi Furnished,4.3,66.5,1,1,1,1,1,1,1290.8214285714287,10,2,2
112229,61,6,3,1,1,2,1,Fully Furnished,4.3,66.5,1,1,1,1,1,2,1839.8196721311476,10,2,1
38800,36,1,2,1,1,0,1,Semi Furnished,4.3,66.5,1,1,0,1,1,1,1077.7777777777778,7,1,2
126921,93,4,2,1,1,2,1,Fully Furnished,4.2,85.0,1,1,1,1,1,2,1364.741935483871,10,3,0
26822,28,2,1,1,1,0,1,Unfurnished,4.2,185.0,1,0,0,1,0,0,957.9285714285714,5,0,2
90541,50,5,2,1,1,1,1,Fully Furnished,4.4,25.0,1,1,1,1,1,2,1810.82,9,2,1
105932,70,6,3,1,1,1,1,Fully Furnished,4.1,254.0,1,1,1,1,1,2,1513.3142857142857,9,2,1
63982,44,4,2,1,1,1,1,Semi Furnished,4.3,375.0,1,1,1,1,1,1,1454.1363636363637,9,1,2
88919,41,5,1,1,1,1,1,Fully Furnished,4.5,13607.0,1,1,1,1,1,2,2168.756097560976,9,1,2
47275,32,3,1,1,1,0,1,Semi Furnished,4.7,185.0,1,1,1,1,1,1,1477.34375,8,1,2
65855,42,2,2,1,1,0,1,Semi Furnished,5.0,5.0,1,1,1,1,1,1,1567.9761904761904,8,1,2
16703,28,0,1,1,1,0,1,Unfurnished,4.3,66.5,0,1,0,0,0,0,596.5357142857143,4,0,2
72158,50,5,2,1,1,2,1,Semi Furnished,4.0,3.0,1,1,1,1,1,1,1443.16,10,2,1
136133,62,5,2,1,1,1,1,Fully Furnished,4.3,66.5,1,1,1,1,1,2,2195.6935483870966,9,2,1
65098,42,2,2,1,1,0,1,Semi Furnished,4.3,66.5,1,1,1,1,1,1,1549.952380952381,8,1,2
13786,21,0,1,1,1,0,1,Unfurnished,4.2,14.0,1,1,0,0,1,0,656.4761904761905,6,0,2
129915,60,4,2,1,1,2,1,Fully Furnished,4.3,66.5,1,1,1,1,1,2,2165.25,10,2,1
80189,52,5,1,1,1,1,1,Fully Furnished,4.3,66.5,1,1,1,1,1,2,1542.0961538461538,9,2,1
23088,30,2,1,1,1,0,0,Unfurnished,4.3,66.5,1,0,1,1,1,0,769.6,6,1,2
127123,59,6,3,1,1,2,1,Fully Furnished,4.3,113.0,1,1,1,1,1,2,2154.6271186440677,10,2,1
25875,33,2,1,1,1,0,1,Unfurnished,4.0,23.0,1,0,0,1,1,0,784.0909090909091,6,1,2
95846,59,3,2,1,1,1,1,Fully Furnished,4.5,75.0,1,1,1,1,1,2,1624.5084745762713,9,2,1
149043,55,4,2,1,1,2,1,Fully Furnished,4.3,66.5,1,1,1,1,1,2,2709.8727272727274,10,2,1
106681,80,6,3,1,1,2,1,Fully Furnished,4.0,3.0,1,1,1,1,1,2,1333.5125,10,3,0
149840,85,5,2,1,1,2,1,Fully Furnished,4.4,44.0,1,1,1,1,1,2,1762.8235294117646,10,3,0
51059,41,4,1,1,1,1,1,Semi Furnished,4.3,66.5,1,1,1,1,1,1,1245.341463414634,9,1,2
19037,24,1,1,1,1,0,0,Unfurnished,4.3,66.5,0,1,0,0,1,0,793.2083333333334,4,0,2
114355,120,5,2,1,1,1,1,Fully Furnished,4.6,16.0,1,1,1,1,1,2,952.9583333333334,9,3,1
119473,102,6,3,1,1,1,1,Fully Furnished,4.3,66.5,1,1,1,1,1,2,1171.3039215686274,9,3,1
51973,45,4,1,1,1,0,1,Semi Furnished,4.3,66.5,1,1,1,1,1,1,1154.9555555555555,8,1,2
109800,112,4,3,1,1,1,1,Fully Furnished,4.3,66.5,1,1,1,1,1,2,980.3571428571429,9,3,1
15487,21,1,1,1,1,0,1,Unfurnished,4.3,66.5,1,1,0,1,1,0,737.4761904761905,7,0,2
37425,37,2,2,1,1,1,1,Semi Furnished,4.3,396.0,1,1,0,1,1,1,1011.4864864864865,8,1,2
149144,85,4,3,1,1,2,1,Fully Furnished,4.3,66.5,1,1,1,1,1,2,1754.6352941176472,10,3,0
102278,106,5,2,1,1,2,1,Fully Furnished,4.3,66.5,1,1,1,1,1,2,964.8867924528302,10,3,1
132659,52,6,3,1,1,2,1,Fully Furnished,4.0,4.0,1,1,1,1,1,2,2551.1346153846152,10,2,1
22119,34,1,1,1,1,0,1,Unfurnished,4.4,165.0,1,1,0,1,1,0,650.5588235294117,7,1,2
93221,47,4,2,1,1,1,1,Fully Furnished,4.3,66.5,1,1,1,1,1,2,1983.4255319148936,9,1,2
118294,96,4,2,1,1,1,1,Fully Furnished,4.3,66.5,1,1,1,1,1,2,1232.2291666666667,9,3,1
94863,55,5,1,1,1,1,1,Fully Furnished,4.3,66.5,1,1,1,1,1,2,1724.7818181818182,9,2,1
40804,33,2,2,1,1,1,1,Semi Furnished,4.3,66.5,1,0,1,1,1,1,1236.4848484848485,8,1,2
31822,27,2,1,1,1,0,0,Unfurnished,4.3,66.5,1,1,1,0,1,0,1178.5925925925926,6,0,2
52089,38,4,1,1,1,1,1,Semi Furnished,4.3,66.5,1,1,1,1,1,1,1370.7631578947369,9,1,2
53904,41,2,2,1,1,0,1,Semi Furnished,4.3,66.5,1,1,1,1,1,1,1314.7317073170732,8,1,2
94479,57,4,2,1,1,1,1,Fully Furnished,4.3,66.5,1,1,1,1,1,2,1657.5263157894738,9,2,1
126169,64,5,2,1,1,1,1,Fully Furnished,4.5,152.0,1,1,1,1,1,2,1971.390625,9,2,1
93589,44,3,2,1,1,1,1,Fully Furnished,4.3,66.5,1,1,1,1,1,2,2127.0227272727275,9,1,2
50621,43,4,1,1,1,1,1,Semi Furnished,4.5,839.0,1,1,1,1,1,1,1177.2325581395348,9,1,2
137434,61,4,2,1,1,2,1,Fully Furnished,4.3,66.5,1,1,1,1,1,2,2253.0163934426228,10,2,1
100438,55,5,2,1,1,1,1,Fully Furnished,4.6,7.0,1,1,1,1,1,2,1826.1454545454546,9,2,1
122287,57,5,3,1,1,2,1,Fully Furnished,4.2,85.0,1,1,1,1,1,2,2145.3859649122805,10,2,1
77983,49,3,2,1,1,1,1,Fully Furnished,3.9,87.0,1,1,1,1,1,2,1591.4897959183672,9,1,2
82682,56,5,2,1,1,2,1,Fully Furnished,4.3,66.5,1,1,1,1,1,2,1476.4642857142858,10,2,2
34970,25,1,1,1,1,0,1,Unfurnished,4.3,66.5,1,0,1,0,1,0,1398.8,6,0,2
46189,38,2,2,1,1,1,1,Semi Furnished,4.3,54.0,1,1,0,1,1,1,1215.5,8,1,2
124884,116,4,2,1,1,2,1,Fully Furnished,4.5,13607.0,1,1,1,1,1,2,1076.5862068965516,10,3,1
6000,20,1,1,0,1,0,0,Unfurnished,4.1,36.0,1,1,1,1,0,0,300.0,5,0,2
106485,74,5,3,1,1,2,1,Fully Furnished,4.2,5.0,1,1,1,1,1,2,1438.9864864864865,10,2,1
72869,42,4,1,1,1,2,1,Semi Furnished,4.3,66.5,1,1,1,1,1,1,1734.9761904761904,10,1,2
107728,74,5,3,1,1,1,1,Fully Furnished,4.0,3.0,1,1,1,1,1,2,1455.7837837837837,9,2,1
7793,20,0,1,0,1,0,0,Unfurnished,4.3,66.5,1,1,0,0,0,0,389.65,3,0,2
133095,107,4,3,1,1,1,1,Fully Furnished,4.0,2.0,1,1,1,1,1,2,1243.8785046728972,9,3,0
136541,104,6,3,1,1,2,1,Fully Furnished,4.3,66.5,1,1,1,1,1,2,1312.8942307692307,10,3,0
61851,40,4,2,1,1,0,1,Semi Furnished,4.5,103.0,1,1,1,1,1,1,1546.275,8,1,2
92033,58,3,2,1,1,1,1,Fully Furnished,4.3,66.5,1,1,1,1,1,2,1586.7758620689656,9,2,1
137980,76,4,3,1,1,1,1,Fully Furnished,4.0,23.0,1,1,1,1,1,2,1815.5263157894738,9,3,0
74804,41,4,2,1,1,2,1,Semi Furnished,4.3,66.5,1,1,1,1,1,1,1824.4878048780488,10,1,2
134090,111,4,2,1,1,2,1,Fully Furnished,4.1,140.0,1,1,1,1,1,2,1208.018018018018,10,3,1
141058,52,6,2,1,1,2,1,Fully Furnished,4.3,375.0,1,1,1,1,1,2,2712.653846153846,10,2,1
102792,105,4,2,1,1,2,1,Fully Furnished,4.6,91.0,1,1,1,1,1,2,978.9714285714285,10,3,1
13001,20,0,1,1,1,0,1,Unfurnished,4.6,1872.0,1,1,1,0,0,0,650.05,6,0,2
132325,85,6,2,1,1,2,1,Fully Furnished,4.3,66.5,1,1,1,1,1,2,1556.764705882353,10,3,0
126144,69,4,2,1,1,1,1,Fully Furnished,4.3,66.5,1,1,1,1,1,2,1828.1739130434783,9,2,1
114617,64,6,2,1,1,2,1,Fully Furnished,4.2,301.0,1,1,1,1,1,2,1790.890625,10,2,1
68421,39,3,1,1,1,1,1,Semi Furnished,4.3,66.5,1,1,1,1,1,1,1754.3846153846155,9,1,2
26714,25,2,1,1,1,0,0,Unfurnished,4.7,185.0,1,1,1,1,0,0,1068.56,6,0,2
81275,49,3,1,1,1,1,1,Fully Furnished,4.0,3.0,1,1,1,1,1,2,1658.6734693877552,9,1,2
36907,40,1,1,1,1,0,1,Semi Furnished,4.3,66.5,1,0,0,1,1,1,922.675,6,1,2
64790,42,3,2,1,1,1,1,Semi Furnished,4.3,66.5,1,1,1,1,1,1,1542.6190476190477,9,1,2
124637,90,5,2,1,1,1,1,Fully Furnished,4.3,66.5,1,1,1,1,1,2,1384.8555555555556,9,3,0
19063,27,0,1,1,1,0,0,Unfurnished,4.3,66.5,0,1,1,1,0,0,706.0370370370371,5,0,2
87621,54,5,2,1,1,1,1,Fully Furnished,4.3,66.5,1,1,1,1,1,2,1622.611111111111,9,2,1
78157,48,5,2,1,1,1,1,Fully Furnished,4.3,66.5,1,1,1,1,1,2,1628.2708333333333,9,1,2
117886,96,5,2,1,1,1,1,Fully Furnished,4.3,66.5,1,1,1,1,1,2,1227.9791666666667,9,3,1
11686,20,1,1,0,1,0,0,Unfurnished,4.3,66.5,0,0,1,1,0,0,584.3,3,0,2
128983,76,6,2,1,1,1,1,Fully Furnished,4.5,117.0,1,1,1,1,1,2,1697.1447368421052,9,3,0
73246,57,4,1,1,1,1,1,Semi Furnished,4.3,66.5,1,1,1,1,1,1,1285.017543859649,9,2,1
96044,40,4,2,1,1,1,1,Fully Furnished,4.3,66.5,1,1,1,1,1,2,2401.1,9,1,2
11298,22,1,1,1,0,0,0,Unfurnished,4.3,66.5,1,1,1,1,1,0,513.5454545454545,6,0,2
31302,30,1,1,1,1,0,1,Unfurnished,4.4,37.0,1,0,0,1,1,0,1043.4,6,1,2
139391,98,4,2,1,1,1,1,Fully Furnished,4.3,66.5,1,1,1,1,1,2,1422.357142857143,9,3,0
64309,43,4,2,1,1,0,1,Semi Furnished,4.3,66.5,1,1,1,1,1,1,1495.5581395348838,8,1,2
115692,101,6,3,1,1,1,1,Fully Furnished,4.3,66.5,1,1,1,1,1,2,1145.4653465346535,9,3,1
115504,62,5,3,1,1,2,1,Fully Furnished,4.9,13.0,1,1,1,1,1,2,1862.967741935484,10,2,1
82161,43,5,1,1,1,2,1,Fully Furnished,4.3,66.5,1,1,1,1,1,2,1910.7209302325582,10,1,2
98304,59,5,1,1,1,2,1,Fully Furnished,4.2,19.0,1,1,1,1,1,2,1666.1694915254238,10,2,1
147617,91,4,3,1,1,2,1,Fully Furnished,4.1,36.0,1,1,1,1,1,2,1622.1648351648353,10,3,0
97258,56,3,2,1,1,1,1,Fully Furnished,5.0,1.0,1,1,1,1,1,2,1736.75,9,2,1
8631,21,1,1,1,1,0,0,Unfurnished,4.3,66.5,0,0,0,0,1,0,411.0,3,0,2
35699,37,1,2,1,1,0,1,Semi Furnished,4.3,66.5,1,0,0,1,1,1,964.8378378378378,6,1,2
33738,27,1,1,1,1,0,1,Unfurnished,4.3,66.5,1,1,0,0,0,0,1249.5555555555557,5,0,2
148844,101,6,2,1,1,2,1,Fully Furnished,4.5,839.0,1,1,1,1,1,2,1473.7029702970297,10,3,0
49037,33,3,1,1,1,1,1,Semi Furnished,4.4,44.0,1,0,0,1,1,1,1485.969696969697,7,1,2
146902,100,4,3,1,1,1,1,Fully Furnished,4.3,66.5,1,1,1,1,1,2,1469.02,9,3,0
149233,94,6,2,1,1,2,1,Fully Furnished,4.3,66.5,1,1,1,1,1,2,1587.5851063829787,10,3,0
110720,72,6,3,1,1,1,1,Fully Furnished,4.4,44.0,1,1,1,1,1,2,1537.7777777777778,9,2,1
85947,41,3,1,1,1,2,1,Fully Furnished,4.3,66.5,1,1,1,1,1,2,2096.268292682927,10,1,2
6834,15,1,1,1,0,0,0,Unfurnished,4.3,66.5,1,0,1,0,1,0,455.6,4,0,2
143636,94,6,3,1,1,2,1,Fully Furnished,4.4,44.0,1,1,1,1,1,2,1528.0425531914893,10,3,0
32426,29,1,1,1,1,0,0,Unfurnished,4.0,3.0,1,0,1,1,0,0,1118.1379310344828,5,0,2
128151,53,5,2,1,1,1,1,Fully Furnished,3.0,1.0,1,1,1,1,1,2,2417.943396226415,9,2,0
93746,42,5,1,1,1,2,1,Fully Furnished,4.3,66.5,1,1,1,1,1,2,2232.0476190476193,10,1,2
81113,44,5,1,1,1,1,1,Fully Furnished,4.6,16.0,1,1,1,1,1,2,1843.4772727272727,9,1,2
139707,100,4,3,1,1,1,1,Fully Furnished,4.3,66.5,1,1,1,1,1,2,1397.07,9,3,0
59987,36,4,1,1,1,0,1,Semi Furnished,4.3,66.5,1,1,1,1,1,1,1666.3055555555557,8,1,2
84743,48,3,1,1,1,2,1,Fully Furnished,4.3,66.5,1,1,1,1,1,2,1765.4791666666667,10,1,2
87725,55,5,1,1,1,1,1,Fully Furnished,4.4,165.0,1,1,1,1,1,2,1595.0,9,2,1
92184,49,3,1,1,1,2,1,Fully Furnished,4.5,6377.0,1,1,1,1,1,2,1881.3061224489795,10,1,2
50993,40,2,2,1,1,1,1,Semi Furnished,4.3,66.5,1,1,1,1,1,1,1274.825,9,1,2
18652,28,0,1,1,1,0,1,Unfurnished,4.5,13607.0,0,1,1,0,0,0,666.1428571428571,5,0,2
48049,40,2,1,1,1,0,1,Semi Furnished,4.3,192.0,1,1,1,1,1,1,1201.225,8,1,2
11734,19,1,1,1,0,0,0,Unfurnished,4.3,66.5,0,1,0,1,0,0,617.578947368421,3,0,2
137506,51,4,2,1,1,1,1,Fully Furnished,4.3,66.5,1,1,1,1,1,2,2696.1960784313724,9,2,1
109387,110,5,2,1,1,2,1,Fully Furnished,4.3,66.5,1,1,1,1,1,2,994.4272727272727,10,3,1
81616,48,3,2,1,1,2,1,Fully Furnished,4.3,66.5,1,1,1,1,1,2,1700.3333333333333,10,1,2
50864,35,4,1,1,1,0,1,Semi Furnished,4.3,66.5,1,1,1,1,1,1,1453.2571428571428,8,1,2
40194,40,2,1,1,1,1,1,Semi Furnished,4.3,66.5,1,0,0,1,1,1,1004.85,7,1,2
46635,36,3,1,1,1,0,1,Semi Furnished,4.3,66.5,1,0,1,1,1,1,1295.4166666666667,7,1,2
100157,65,5,3,1,1,1,1,Fully Furnished,4.3,66.5,1,1,1,1,1,2,1540.876923076923,9,2,1
84192,55,4,2,1,1,1,1,Fully Furnished,4.3,66.5,1,1,1,1,1,2,1530.7636363636364,9,2,1
135059,99,5,2,1,1,1,1,Fully Furnished,4.3,66.5,1,1,1,1,1,2,1364.2323232323233,9,3,0
133741,81,5,3,1,1,2,1,Fully Furnished,4.3,66.5,1,1,1,1,1,2,1651.1234567901236,10,3,0
107041,97,4,3,1,1,2,1,Fully Furnished,4.3,66.5,1,1,1,1,1,2,1103.5154639175257,10,3,1
17947,28,0,1,1,1,0,1,Unfurnished,4.3,66.5,1,1,0,0,0,0,640.9642857142857,5,0,2
110902,104,6,3,1,1,2,1,Fully Furnished,4.3,66.5,1,1,1,1,1,2,1066.3653846153845,10,3,1
120237,92,5,2,1,1,2,1,Fully Furnished,4.7,6.0,1,1,1,1,1,2,1306.9239130434783,10,3,0
100443,117,4,3,1,1,2,1,Fully Furnished,4.3,80.0,1,1,1,1,1,2,858.4871794871794,10,3,1
34718,29,2,1,1,1,0,1,Unfurnished,4.2,168.0,1,0,1,0,0,0,1197.1724137931035,5,0,2
148236,97,6,3,1,1,1,1,Fully Furnished,4.3,65.0,1,1,1,1,1,2,1528.2061855670104,9,3,0
72739,56,3,2,1,1,2,1,Semi Furnished,4.4,37.0,1,1,1,1,1,1,1298.9107142857142,10,2,2
55325,39,2,1,1,1,1,1,Semi Furnished,4.4,265.0,1,1,1,1,1,1,1418.5897435897436,9,1,2
15574,26,1,1,1,1,0,1,Unfurnished,4.3,66.5,0,0,0,0,1,0,599.0,4,0,2
31549,35,2,1,1,1,0,1,Unfurnished,4.5,84.0,1,1,0,0,1,0,901.4,6,1,2
105826,64,6,3,1,1,1,1,Fully Furnished,4.5,84.0,1,1,1,1,1,2,1653.53125,9,2,1
26263,31,1,1,1,1,0,0,Unfurnished,4.3,66.5,1,0,0,0,1,0,847.1935483870968,4,1,2
105994,77,5,3,1,1,1,1,Fully Furnished,4.3,66.5,1,1,1,1,1,2,1376.5454545454545,9,3,0
145992,76,5,3,1,1,2,1,Fully Furnished,4.3,66.5,1,1,1,1,1,2,1920.9473684210527,10,3,0
81976,50,5,1,1,1,2,1,Fully Furnished,4.3,66.5,1,1,1,1,1,2,1639.52,10,2,2
84544,48,3,1,1,1,1,1,Fully Furnished,4.3,66.5,1,1,1,1,1,2,1761.3333333333333,9,1,2
89455,44,4,1,1,1,2,1,Fully Furnished,4.3,66.5,1,1,1,1,1,2,2033.0681818181818,10,1,2
20002,25,2,1,1,1,0,1,Unfurnished,4.7,185.0,1,1,0,0,1,0,800.08,6,0,2
44808,37,2,1,1,1,1,1,Semi Furnished,4.3,66.5,1,0,1,1,1,1,1211.027027027027,8,1,2
16797,24,1,1,1,1,0,0,Unfurnished,4.4,108.0,1,1,0,1,0,0,699.875,5,0,2
93645,42,3,1,1,1,2,1,Fully Furnished,4.3,66.5,1,1,1,1,1,2,2229.6428571428573,10,1,2
104717,71,4,2,1,1,2,1,Fully Furnished,4.0,4.0,1,1,1,1,1,2,1474.887323943662,10,2,1
10067,18,1,1,0,0,0,0,Unfurnished,4.4,77.0,0,0,1,1,1,0,559.2777777777778,3,0,2
86765,45,4,1,1,1,1,1,Fully Furnished,4.3,66.5,1,1,1,1,1,2,1928.111111111111,9,1,2
43131,40,2,1,1,1,1,1,Semi Furnished,4.3,66.5,1,0,1,1,1,1,1078.275,8,1,2
130736,102,6,2,1,1,1,1,Fully Furnished,4.3,66.5,1,1,1,1,1,2,1281.7254901960785,9,3,0
118653,68,4,2,1,1,2,1,Fully Furnished,5.0,1.0,1,1,1,1,1,2,1744.8970588235295,10,2,1
114833,98,5,2,1,1,2,1,Fully Furnished,4.3,66.5,1,1,1,1,1,2,1171.765306122449,10,3,1
91214,48,5,1,1,1,2,1,Fully Furnished,4.3,23.0,1,1,1,1,1,2,1900.2916666666667,10,1,2
66410,40,4,2,1,1,0,1,Semi Furnished,5.0,1.0,1,1,1,1,1,1,1660.25,8,1,2
40749,38,1,1,1,1,1,1,Semi Furnished,4.3,66.5,1,0,1,1,1,1,1072.342105263158,8,1,2
77356,50,3,2,1,1,2,1,Fully Furnished,4.6,16.0,1,1,1,1,1,2,1547.12,10,2,2
142744,89,4,3,1,1,1,1,Fully Furnished,4.3,66.5,1,1,1,1,1,2,1603.8651685393259,9,3,0
140949,85,4,2,1,1,1,1,Fully Furnished,4.3,113.0,1,1,1,1,1,2,1658.2235294117647,9,3,0
99195,51,5,1,1,1,1,1,Fully Furnished,4.3,66.5,1,1,1,1,1,2,1945.0,9,2,1
55246,36,2,2,1,1,0,1,Semi Furnished,4.7,185.0,1,1,1,1,1,1,1534.611111111111,8,1,2
76415,41,4,1,1,1,1,1,Fully Furnished,4.3,66.5,1,1,1,1,1,2,1863.780487804878,9,1,2
95086,52,4,2,1,1,2,1,Fully Furnished,4.3,66.5,1,1,1,1,1,2,1828.576923076923,10,2,1
149613,59,6,2,1,1,2,1,Fully Furnished,4.3,66.5,1,1,1,1,1,2,2535.813559322034,10,2,1
18896,30,0,1,1,1,0,1,Unfurnished,4.3,66.5,1,0,0,0,1,0,629.8666666666667,5,1,2
14724,29,1,1,1,1,0,1,Unfurnished,4.3,66.5,1,1,1,0,0,0,507.7241379310345,6,0,2
100056,56,6,3,1,1,1,1,Fully Furnished,4.6,16.0,1,1,1,1,1,2,1786.7142857142858,9,2,1
93605,53,3,2,1,1,1,1,Fully Furnished,4.3,66.5,1,1,1,1,1,2,1766.132075471698,9,2,1
114115,50,4,3,1,1,2,1,Fully Furnished,4.2,85.0,1,1,1,1,1,2,2282.3,10,2,1
59522,42,4,1,1,1,1,1,Semi Furnished,4.3,66.5,1,1,1,1,1,1,1417.1904761904761,9,1,2
106216,93,5,3,1,1,1,1,Fully Furnished,4.3,66.5,1,1,1,1,1,2,1142.1075268817203,9,3,1
66277,38,3,1,1,1,1,1,Semi Furnished,4.0,3.0,1,1,1,1,1,1,1744.1315789473683,9,1,2
120967,75,5,3,1,1,1,1,Fully Furnished,4.3,66.5,1,1,1,1,1,2,1612.8933333333334,9,3,0
144224,89,6,3,1,1,1,1,Fully Furnished,4.3,66.5,1,1,1,1,1,2,1620.4943820224719,9,3,0
147285,55,6,3,1,1,1,1,Fully Furnished,4.3,66.5,1,1,1,1,1,2,2677.909090909091,9,2,1
46020,33,2,2,1,1,1,1,Semi Furnished,4.5,152.0,1,1,1,1,1,1,1394.5454545454545,9,1,2
111377,78,4,2,1,1,2,1,Fully Furnished,4.3,66.5,1,1,1,1,1,2,1427.9102564102564,10,3,0
30255,35,2,1,1,1,0,0,Unfurnished,4.3,66.5,1,0,1,0,1,0,864.4285714285714,5,1,2
60016,39,3,2,1,1,1,1,Semi Furnished,4.6,12990.0,1,1,1,1,1,1,1538.871794871795,9,1,2
80298,60,4,2,1,1,1,1,Fully Furnished,4.3,66.5,1,1,1,1,1,2,1338.3,9,2,1
141622,63,6,3,1,1,2,1,Fully Furnished,4.3,66.5,1,1,1,1,1,2,2247.968253968254,10,2,1
27197,33,1,1,1,1,0,1,Unfurnished,4.3,94.0,1,0,1,1,0,0,824.1515151515151,6,1,2
71005,53,5,2,1,1,2,1,Semi Furnished,4.3,66.5,1,1,1,1,1,1,1339.7169811320755,10,2,2
