Price,Square Area,Bedrooms,Bathrooms,Security,Airconditioning,Parking,Balcony,Furnishing,Rating,ReviewsCount,Swimming pool,Multi-Purpose Hall,Function Rooms,Gym,Study Hall,furnishing_label
55322,43,2,2,1,1,0,1,Semi Furnished,3.7,124,1,1,1,1,1,1
86851,59,5,1,1,1,2,1,Fully Furnished,4.4,265,1,1,1,1,1,2
46601,32,1,1,1,1,0,1,Semi Furnished,,,1,1,0,1,1,1
69734,40,3,2,1,1,0,1,Semi Furnished,4.3,66.5,1,1,1,1,1,1
105522,82,5,3,1,1,2,1,Fully Furnished,,,1,1,1,1,1,2
119749,53,5,2,1,1,2,1,Fully Furnished,,,1,1,1,1,1,2
107735,117,6,3,1,1,1,1,Fully Furnished,4.3,66.5,1,1,1,1,1,2
50433,43,2,1,1,1,0,1,Semi Furnished,,,1,1,1,1,1,1
54066,40,2,1,1,1,0,1,Semi Furnished,4.2,301,1,1,1,1,1,1
11844,22,1,1,0,0,0,0,Unfurnished,4.2,301,1,0,1,1,0,0
17990,23,1,1,1,1,0,1,Unfurnished,4,3,1,1,1,0,1,0
113129,114,5,2,1,1,1,1,Fully Furnished,4.7,185,1,1,1,1,1,2
111952,82,5,2,1,1,2,1,Fully Furnished,,,1,1,1,1,1,2
68997,40,3,1,1,1,0,1,Semi Furnished,4.3,66.5,1,1,1,1,1,1
126674,104,4,2,1,1,1,1,Fully Furnished,,,1,1,1,1,1,2
78206,53,3,2,1,1,2,1,Fully Furnished,,,1,1,1,1,1,2
65162,45,2,1,1,1,0,1,Semi Furnished,4.1,36,1,1,1,1,1,1
111815,111,5,2,1,1,2,1,Fully Furnished,4.6,1872,1,1,1,1,1,2
42545,36,1,2,1,1,0,1,Semi Furnished,,,1,1,0,1,1,1
111849,104,6,2,1,1,2,1,Fully Furnished,5,3,1,1,1,1,1,2
94089,60,3,2,1,1,1,1,Fully Furnished,4.3,66.5,1,1,1,1,1,2
79046,43,5,2,1,1,1,1,Fully Furnished,,,1,1,1,1,1,2
37697,40,1,1,1,1,0,1,Semi Furnished,4,23,1,0,0,1,1,1
114545,52,4,2,1,1,2,1,Fully Furnished,4.2,85,1,1,1,1,1,2
7754,24,0,1,0,1,0,0,Unfurnished,4.3,66.5,0,1,0,1,1,0
3866,12,0,1,1,0,0,0,Unfurnished,4.3,66.5,1,0,0,1,1,0
116251,91,6,3,1,1,1,1,Fully Furnished,,,1,1,1,1,1,2
49552,35,3,2,1,1,0,1,Semi Furnished,4.3,66.5,1,1,1,1,1,1
18383,30,1,1,1,1,0,0,Unfurnished,5,2,0,0,1,0,0,0
29367,32,2,1,1,1,0,1,Unfurnished,4.3,66.5,1,0,1,0,0,0
125053,57,4,2,1,1,1,1,Fully Furnished,4.3,66.5,1,1,1,1,1,2
97673,60,3,2,1,1,2,1,Fully Furnished,,,1,1,1,1,1,2
39528,33,2,2,1,1,1,1,Semi Furnished,4.4,37,1,1,0,1,1,1
137856,69,5,2,1,1,1,1,Fully Furnished,,,1,1,1,1,1,2
23124,35,1,1,1,1,0,0,Unfurnished,4.4,77,1,0,0,0,0,0
94709,60,4,2,1,1,1,1,Fully Furnished,4.3,66.5,1,1,1,1,1,2
131436,104,4,2,1,1,2,1,Fully Furnished,4.4,165,1,1,1,1,1,2
6824,22,0,1,1,1,0,0,Unfurnished,4.3,66.5,0,0,1,1,0,0
10032,12,1,1,0,0,0,0,Unfurnished,4.3,66.5,1,0,1,0,1,0
123540,56,5,3,1,1,2,1,Fully Furnished,4.7,185,1,1,1,1,1,2
31127,29,1,1,1,1,0,0,Unfurnished,4.2,26,1,1,0,1,0,0
55823,40,3,2,1,1,1,1,Semi Furnished,4.4,37,1,1,1,1,1,1
27317,35,2,1,1,1,0,0,Unfurnished,4.4,165,1,0,1,1,1,0
147343,113,6,3,1,1,1,1,Fully Furnished,4.3,66.5,1,1,1,1,1,2
118520,92,5,2,1,1,1,1,Fully Furnished,4.3,66.5,1,1,1,1,1,2
5500,21,0,1,1,1,0,0,Unfurnished,4.3,66.5,0,0,0,0,1,0
109380,102,4,2,1,1,2,1,Fully Furnished,4.3,66.5,1,1,1,1,1,2
124520,88,4,3,1,1,1,1,Fully Furnished,,,1,1,1,1,1,2
76849,46,3,1,1,1,1,1,Fully Furnished,4.4,44,1,1,1,1,1,2
147763,56,5,2,1,1,1,1,Fully Furnished,,,1,1,1,1,1,2
106894,108,5,2,1,1,2,1,Fully Furnished,4.2,172,1,1,1,1,1,2
16596,21,1,1,1,1,0,0,Unfurnished,,,0,0,0,1,1,0
122598,108,6,3,1,1,2,1,Fully Furnished,,,1,1,1,1,1,2
56172,40,3,2,1,1,0,1,Semi Furnished,4.3,396,1,1,1,1,1,1
9284,12,1,1,1,0,0,0,Unfurnished,3.7,107,1,1,1,1,0,0
72720,46,3,2,1,1,1,1,Semi Furnished,,,1,1,1,1,1,1
53294,45,3,2,1,1,0,1,Semi Furnished,4.3,66.5,1,1,1,1,1,1
123687,115,5,3,1,1,1,1,Fully Furnished,,,1,1,1,1,1,2
23981,28,2,1,1,1,0,1,Unfurnished,,,1,0,0,1,1,0
17115,26,1,1,1,1,0,1,Unfurnished,4.3,66.5,1,0,1,1,1,0
10694,19,1,1,1,0,0,0,Unfurnished,4.4,297,0,1,1,1,1,0
85932,60,4,1,1,1,2,1,Fully Furnished,,,1,1,1,1,1,2
107110,94,6,2,1,1,2,1,Fully Furnished,,,1,1,1,1,1,2
11582,19,1,1,0,0,0,0,Unfurnished,3.9,87,1,1,0,1,1,0
68297,37,4,2,1,1,1,1,Semi Furnished,,,1,1,1,1,1,1
144631,73,4,3,1,1,2,1,Fully Furnished,4.4,165,1,1,1,1,1,2
21115,34,2,1,1,1,0,0,Unfurnished,4.1,36,1,1,1,0,0,0
140057,95,6,3,1,1,1,1,Fully Furnished,4.7,185,1,1,1,1,1,2
118832,84,5,3,1,1,1,1,Fully Furnished,4.1,36,1,1,1,1,1,2
116832,84,6,2,1,1,2,1,Fully Furnished,4.6,16,1,1,1,1,1,2
101021,108,5,3,1,1,2,1,Fully Furnished,4.3,66.5,1,1,1,1,1,2
61092,38,2,1,1,1,0,1,Semi Furnished,4.5,103,1,1,1,1,1,1
77357,60,5,1,1,1,1,1,Fully Furnished,4.6,20,1,1,1,1,1,2
18181,24,0,1,1,1,0,0,Unfurnished,3,1,0,1,1,0,1,0
70929,53,5,2,1,1,1,1,Semi Furnished,4.6,17,1,1,1,1,1,1
111729,106,4,2,1,1,2,1,Fully Furnished,,,1,1,1,1,1,2
17594,27,0,1,1,1,0,1,Unfurnished,,,0,1,0,0,1,0
54568,37,3,2,1,1,1,1,Semi Furnished,4.3,396,1,1,1,1,1,1
17431,21,1,1,1,1,0,0,Unfurnished,4.2,19,0,1,1,0,0,0
115332,107,6,2,1,1,1,1,Fully Furnished,,,1,1,1,1,1,2
32241,30,2,1,1,1,0,0,Unfurnished,,,1,0,1,0,0,0
110557,88,6,3,1,1,1,1,Fully Furnished,,,1,1,1,1,1,2
101332,69,6,2,1,1,1,1,Fully Furnished,,,1,1,1,1,1,2
101141,50,6,3,1,1,2,1,Fully Furnished,,,1,1,1,1,1,2
128288,116,4,3,1,1,1,1,Fully Furnished,4,23,1,1,1,1,1,2
95162,50,5,2,1,1,1,1,Fully Furnished,4.3,66.5,1,1,1,1,1,2
76323,56,4,2,1,1,1,1,Fully Furnished,3.6,20,1,1,1,1,1,2
119491,63,5,3,1,1,2,1,Fully Furnished,,,1,1,1,1,1,2
64747,38,4,1,1,1,0,1,Semi Furnished,,,1,1,1,1,1,1
47099,35,3,1,1,1,1,1,Semi Furnished,,,1,0,1,1,1,1
33498,28,2,1,1,1,0,0,Unfurnished,4.3,66.5,1,0,0,0,0,0
40379,38,2,1,1,1,1,1,Semi Furnished,4.7,185,1,0,0,1,1,1
72669,53,5,1,1,1,1,1,Semi Furnished,4.3,66.5,1,1,1,1,1,1
149416,69,6,2,1,1,2,1,Fully Furnished,4.6,1872,1,1,1,1,1,2
149105,109,6,3,1,1,2,1,Fully Furnished,,,1,1,1,1,1,2
31151,27,1,1,1,1,0,1,Unfurnished,4.2,301,1,0,0,0,0,0
115549,119,5,2,1,1,2,1,Fully Furnished,,,1,1,1,1,1,2
131947,86,4,2,1,1,1,1,Fully Furnished,,,1,1,1,1,1,2
117734,94,4,2,1,1,2,1,Fully Furnished,4.3,66.5,1,1,1,1,1,2
96411,51,4,2,1,1,1,1,Fully Furnished,,,1,1,1,1,1,2
68796,41,3,2,1,1,1,1,Semi Furnished,4.1,254,1,1,1,1,1,1
114892,64,5,3,1,1,2,1,Fully Furnished,4.3,66.5,1,1,1,1,1,2
134773,76,5,3,1,1,1,1,Fully Furnished,4.2,85,1,1,1,1,1,2
94299,50,3,1,1,1,2,1,Fully Furnished,4.2,14,1,1,1,1,1,2
10387,22,1,1,1,0,0,0,Unfurnished,4.3,66.5,1,1,1,0,0,0
75403,50,4,1,1,1,1,1,Fully Furnished,4.4,37,1,1,1,1,1,2
97767,57,4,1,1,1,2,1,Fully Furnished,4.8,4,1,1,1,1,1,2
60843,43,2,2,1,1,1,1,Semi Furnished,,,1,1,1,1,1,1
92781,53,4,1,1,1,1,1,Fully Furnished,,,1,1,1,1,1,2
75414,40,3,2,1,1,1,1,Fully Furnished,,,1,1,1,1,1,2
116043,97,6,2,1,1,1,1,Fully Furnished,4.5,17,1,1,1,1,1,2
7370,18,1,1,0,1,0,0,Unfurnished,,,0,0,1,0,0,0
36024,39,1,1,1,1,0,1,Semi Furnished,4.4,44,1,1,0,1,1,1
76991,51,3,1,1,1,1,1,Fully Furnished,4.3,86,1,1,1,1,1,2
111116,66,6,3,1,1,2,1,Fully Furnished,,,1,1,1,1,1,2
30598,26,2,1,1,1,0,1,Unfurnished,4.4,37,1,0,1,1,1,0
24164,35,2,1,1,1,0,0,Unfurnished,,,1,1,1,0,0,0
70272,40,4,2,1,1,1,1,Semi Furnished,,,1,1,1,1,1,1
132753,87,6,2,1,1,1,1,Fully Furnished,4.4,165,1,1,1,1,1,2
149785,68,6,2,1,1,1,1,Fully Furnished,,,1,1,1,1,1,2
129190,50,6,3,1,1,2,1,Fully Furnished,4.6,16,1,1,1,1,1,2
98091,46,5,2,1,1,1,1,Fully Furnished,,,1,1,1,1,1,2
54513,41,4,2,1,1,0,1,Semi Furnished,4.3,66.5,1,1,1,1,1,1
99325,50,3,1,1,1,2,1,Fully Furnished,,,1,1,1,1,1,2
149056,57,5,3,1,1,2,1,Fully Furnished,4.4,165,1,1,1,1,1,2
141228,109,4,2,1,1,2,1,Fully Furnished,,,1,1,1,1,1,2
2659,25,0,1,0,0,0,0,Unfurnished,,,0,1,1,1,1,0
128891,77,4,3,1,1,1,1,Fully Furnished,,,1,1,1,1,1,2
117849,107,6,2,1,1,2,1,Fully Furnished,4.2,85,1,1,1,1,1,2
66723,44,2,1,1,1,1,1,Semi Furnished,,,1,1,1,1,1,1
56941,40,2,2,1,1,1,1,Semi Furnished,,,1,1,1,1,1,1
91590,48,5,1,1,1,1,1,Fully Furnished,4.4,8,1,1,1,1,1,2
79343,53,4,1,1,1,2,1,Fully Furnished,,,1,1,1,1,1,2
26804,31,1,1,1,1,0,1,Unfurnished,,,1,1,0,1,0,0
53081,37,3,1,1,1,1,1,Semi Furnished,4.3,66.5,1,1,1,1,1,1
54386,35,2,1,1,1,1,1,Semi Furnished,4.4,37,1,1,1,1,1,1
86559,48,3,1,1,1,1,1,Fully Furnished,,,1,1,1,1,1,2
64778,43,3,2,1,1,1,1,Semi Furnished,,,1,1,1,1,1,1
135982,107,6,2,1,1,1,1,Fully Furnished,3.9,87,1,1,1,1,1,2
33654,26,1,1,1,1,0,1,Unfurnished,4.3,66.5,1,0,1,0,1,0
64316,45,2,2,1,1,0,1,Semi Furnished,4.6,16,1,1,1,1,1,1
14661,25,1,1,1,1,0,0,Unfurnished,4.3,66.5,0,1,1,0,0,0
98584,59,5,2,1,1,2,1,Fully Furnished,3.9,53,1,1,1,1,1,2
57747,41,3,2,1,1,0,1,Semi Furnished,,,1,1,1,1,1,1
22824,30,2,1,1,1,0,1,Unfurnished,,,1,0,0,0,0,0
123966,73,6,2,1,1,2,1,Fully Furnished,,,1,1,1,1,1,2
50749,44,2,1,1,1,0,1,Semi Furnished,,,1,1,1,1,1,1
50380,39,2,1,1,1,0,1,Semi Furnished,4.3,66.5,1,1,1,1,1,1
111438,85,5,2,1,1,2,1,Fully Furnished,,,1,1,1,1,1,2
130169,59,4,3,1,1,2,1,Fully Furnished,,,1,1,1,1,1,2
135846,96,6,3,1,1,1,1,Fully Furnished,,,1,1,1,1,1,2
13919,28,1,1,1,1,0,1,Unfurnished,4.3,66.5,0,1,0,1,1,0
41307,35,1,1,1,1,1,1,Semi Furnished,,,1,1,1,1,1,1
88359,56,3,1,1,1,2,1,Fully Furnished,3.9,87,1,1,1,1,1,2
18620,27,1,1,1,1,0,0,Unfurnished,4.3,66.5,0,0,1,0,1,0
92478,47,3,2,1,1,1,1,Fully Furnished,,,1,1,1,1,1,2
144947,52,6,2,1,1,1,1,Fully Furnished,,,1,1,1,1,1,2
4387,19,0,1,0,1,0,0,Unfurnished,,,1,1,1,1,1,0
91027,47,5,2,1,1,2,1,Fully Furnished,4.6,18,1,1,1,1,1,2
114028,90,6,3,1,1,1,1,Fully Furnished,3.9,58,1,1,1,1,1,2
91765,50,4,1,1,1,2,1,Fully Furnished,,,1,1,1,1,1,2
8302,23,0,1,1,1,0,0,Unfurnished,4.4,165,1,1,1,0,0,0
129910,84,6,2,1,1,2,1,Fully Furnished,4.3,66.5,1,1,1,1,1,2
78640,44,3,1,1,1,2,1,Fully Furnished,5,2,1,1,1,1,1,2
71880,40,4,1,1,1,2,1,Semi Furnished,,,1,1,1,1,1,1
132776,120,5,2,1,1,2,1,Fully Furnished,4.2,6,1,1,1,1,1,2
55390,41,4,2,1,1,1,1,Semi Furnished,,,1,1,1,1,1,1
67528,41,2,1,1,1,0,1,Semi Furnished,,,1,1,1,1,1,1
147322,65,6,2,1,1,1,1,Fully Furnished,,,1,1,1,1,1,2
79494,43,5,1,1,1,2,1,Fully Furnished,4.2,185,1,1,1,1,1,2
68062,45,4,2,1,1,0,1,Semi Furnished,4.3,66.5,1,1,1,1,1,1
81534,53,4,2,1,1,2,1,Fully Furnished,,,1,1,1,1,1,2
36484,35,1,1,1,1,0,1,Semi Furnished,4.3,66.5,1,0,1,1,1,1
53057,37,3,2,1,1,1,1,Semi Furnished,4.4,37,1,1,1,1,1,1
25892,30,2,1,1,1,0,0,Unfurnished,,,1,1,1,1,0,0
73787,53,4,1,1,1,2,1,Semi Furnished,4.2,53,1,1,1,1,1,1
10856,21,0,1,0,1,0,0,Unfurnished,,,0,1,1,0,1,0
127547,101,5,2,1,1,2,1,Fully Furnished,,,1,1,1,1,1,2
133413,73,5,3,1,1,2,1,Fully Furnished,,,1,1,1,1,1,2
138435,90,5,3,1,1,1,1,Fully Furnished,4.3,66.5,1,1,1,1,1,2
124299,65,5,3,1,1,2,1,Fully Furnished,4.3,23,1,1,1,1,1,2
86553,58,5,1,1,1,2,1,Fully Furnished,,,1,1,1,1,1,2
98101,50,4,2,1,1,1,1,Fully Furnished,5,4,1,1,1,1,1,2
108783,63,5,2,1,1,2,1,Fully Furnished,3.7,23,1,1,1,1,1,2
31772,34,1,1,1,1,0,1,Unfurnished,,,1,1,0,0,0,0
76064,51,4,1,1,1,2,1,Fully Furnished,,,1,1,1,1,1,2
40476,37,3,1,1,1,0,1,Semi Furnished,,,1,1,0,1,1,1
146775,94,4,2,1,1,2,1,Fully Furnished,4.7,185,1,1,1,1,1,2
89824,49,5,2,1,1,1,1,Fully Furnished,,,1,1,1,1,1,2
2824,25,0,1,0,0,0,0,Unfurnished,4.5,152,0,1,1,1,1,0
86646,41,4,1,1,1,1,1,Fully Furnished,,,1,1,1,1,1,2
43913,36,2,1,1,1,1,1,Semi Furnished,,,1,0,0,1,1,1
8706,19,1,1,1,0,0,0,Unfurnished,4.2,85,0,0,1,1,0,0
87196,42,4,1,1,1,1,1,Fully Furnished,4.7,16,1,1,1,1,1,2
116241,59,6,2,1,1,1,1,Fully Furnished,4,23,1,1,1,1,1,2
22913,25,1,1,1,1,0,0,Unfurnished,,,1,0,1,0,0,0
30913,31,1,1,1,1,0,0,Unfurnished,4.3,66.5,1,1,0,0,0,0
91750,60,4,1,1,1,2,1,Fully Furnished,,,1,1,1,1,1,2
25854,29,1,1,1,1,0,1,Unfurnished,4.3,66.5,1,1,0,1,0,0
127848,91,5,2,1,1,2,1,Fully Furnished,4.2,35,1,1,1,1,1,2
85726,47,4,2,1,1,1,1,Fully Furnished,,,1,1,1,1,1,2
3980,20,1,1,1,1,0,0,Unfurnished,,,1,1,0,1,0,0
114901,97,6,3,1,1,2,1,Fully Furnished,,,1,1,1,1,1,2
124475,70,5,2,1,1,1,1,Fully Furnished,4.1,254,1,1,1,1,1,2
131926,58,4,3,1,1,2,1,Fully Furnished,4.4,165,1,1,1,1,1,2
133987,117,4,3,1,1,1,1,Fully Furnished,4,23,1,1,1,1,1,2
39180,30,3,2,1,1,1,1,Semi Furnished,4.3,66.5,1,1,0,1,1,1
141155,81,4,3,1,1,1,1,Fully Furnished,,,1,1,1,1,1,2
33934,35,1,1,1,1,0,0,Unfurnished,4.1,43,1,0,0,0,1,0
54540,41,3,2,1,1,0,1,Semi Furnished,,,1,1,1,1,1,1
63636,45,3,1,1,1,0,1,Semi Furnished,4,23,1,1,1,1,1,1
66584,41,4,2,1,1,1,1,Semi Furnished,4.3,66.5,1,1,1,1,1,1
16918,26,0,1,1,1,0,1,Unfurnished,,,0,1,0,1,1,0
107258,115,5,3,1,1,2,1,Fully Furnished,4.7,16,1,1,1,1,1,2
101963,98,5,2,1,1,2,1,Fully Furnished,,,1,1,1,1,1,2
23270,32,2,1,1,1,0,1,Unfurnished,,,1,0,1,0,1,0
27528,34,1,1,1,1,0,1,Unfurnished,4.5,152,1,0,1,1,1,0
87924,60,5,2,1,1,1,1,Fully Furnished,,,1,1,1,1,1,2
148963,55,6,3,1,1,2,1,Fully Furnished,,,1,1,1,1,1,2
62426,39,3,1,1,1,0,1,Semi Furnished,,,1,1,1,1,1,1
86999,47,3,1,1,1,2,1,Fully Furnished,,,1,1,1,1,1,2
142100,106,6,3,1,1,1,1,Fully Furnished,,,1,1,1,1,1,2
124421,117,6,3,1,1,1,1,Fully Furnished,4.3,23,1,1,1,1,1,2
10914,15,1,1,1,1,0,0,Unfurnished,4.3,66.5,0,0,0,0,0,0
31739,34,1,1,1,1,0,0,Unfurnished,4.3,66.5,1,0,0,0,0,0
5706,22,1,1,0,1,0,0,Unfurnished,,,1,0,1,1,0,0
6095,13,0,1,0,0,0,0,Unfurnished,,,0,1,1,1,1,0
52803,41,3,2,1,1,0,1,Semi Furnished,3.9,87,1,1,1,1,1,1
29564,27,2,1,1,1,0,1,Unfurnished,,,1,0,0,0,0,0
91946,42,3,1,1,1,1,1,Fully Furnished,4.3,66.5,1,1,1,1,1,2
6916,18,1,1,0,1,0,0,Unfurnished,,,0,0,0,0,0,0
15678,25,1,1,1,1,0,0,Unfurnished,4.3,66.5,0,1,1,1,0,0
123824,96,4,2,1,1,1,1,Fully Furnished,,,1,1,1,1,1,2
52491,36,3,2,1,1,0,1,Semi Furnished,4.4,77,1,1,1,1,1,1
128852,68,4,2,1,1,1,1,Fully Furnished,,,1,1,1,1,1,2
131698,111,4,2,1,1,1,1,Fully Furnished,4.3,113,1,1,1,1,1,2
21278,32,1,1,1,1,0,0,Unfurnished,,,1,1,0,1,0,0
140653,117,4,3,1,1,1,1,Fully Furnished,4.4,7658,1,1,1,1,1,2
71428,57,4,2,1,1,1,1,Semi Furnished,,,1,1,1,1,1,1
127006,106,5,2,1,1,2,1,Fully Furnished,,,1,1,1,1,1,2
24928,32,1,1,1,1,0,1,Unfurnished,,,1,0,1,1,0,0
132780,109,6,3,1,1,2,1,Fully Furnished,4,23,1,1,1,1,1,2
135325,87,6,3,1,1,1,1,Fully Furnished,,,1,1,1,1,1,2
142318,115,5,3,1,1,1,1,Fully Furnished,4.3,66.5,1,1,1,1,1,2
20391,35,2,1,1,1,0,0,Unfurnished,,,1,1,1,0,1,0
9445,12,0,1,1,1,0,0,Unfurnished,,,1,0,0,1,0,0
105946,70,4,3,1,1,1,1,Fully Furnished,,,1,1,1,1,1,2
4792,17,1,1,0,0,0,0,Unfurnished,4.3,29,1,0,1,1,1,0
8966,24,0,1,1,1,0,0,Unfurnished,,,0,1,1,1,1,0
48315,40,3,1,1,1,0,1,Semi Furnished,4.5,152,1,1,0,1,1,1
30076,28,2,1,1,1,0,1,Unfurnished,4.3,66.5,1,0,0,0,1,0
96072,49,4,1,1,1,1,1,Fully Furnished,4.3,66.5,1,1,1,1,1,2
71277,55,5,1,1,1,1,1,Semi Furnished,4.1,83,1,1,1,1,1,1
100575,91,5,3,1,1,1,1,Fully Furnished,4,23,1,1,1,1,1,2
121854,59,4,2,1,1,1,1,Fully Furnished,4.7,185,1,1,1,1,1,2
122395,69,4,3,1,1,1,1,Fully Furnished,5,2,1,1,1,1,1,2
38290,34,2,2,1,1,1,1,Semi Furnished,,,1,1,0,1,1,1
4493,15,1,1,1,0,0,0,Unfurnished,,,0,0,0,1,0,0
63592,43,3,1,1,1,1,1,Semi Furnished,4.5,33,1,1,1,1,1,1
51771,39,3,2,1,1,1,1,Semi Furnished,4,23,1,1,1,1,1,1
126372,85,5,2,1,1,1,1,Fully Furnished,4.7,21,1,1,1,1,1,2
34387,25,2,1,1,1,0,1,Unfurnished,4,3,1,0,1,0,1,0
66893,44,3,2,1,1,1,1,Semi Furnished,4.3,66.5,1,1,1,1,1,1
95632,50,3,2,1,1,1,1,Fully Furnished,4.3,66.5,1,1,1,1,1,2
34229,25,1,1,1,1,0,0,Unfurnished,,,1,1,0,1,1,0
5594,24,0,1,0,0,0,0,Unfurnished,4.4,37,1,0,1,1,1,0
106944,88,5,2,1,1,1,1,Fully Furnished,,,1,1,1,1,1,2
111929,89,5,3,1,1,1,1,Fully Furnished,4.6,194,1,1,1,1,1,2
110667,105,4,3,1,1,1,1,Fully Furnished,5,4,1,1,1,1,1,2
54395,38,4,2,1,1,0,1,Semi Furnished,,,1,1,1,1,1,1
108912,50,5,3,1,1,1,1,Fully Furnished,,,1,1,1,1,1,2
33617,31,1,1,1,1,0,0,Unfurnished,4.7,185,1,0,0,0,0,0
133666,113,5,2,1,1,2,1,Fully Furnished,,,1,1,1,1,1,2
27214,25,2,1,1,1,0,0,Unfurnished,,,1,0,0,1,1,0
142592,88,4,2,1,1,1,1,Fully Furnished,4.4,32,1,1,1,1,1,2
83355,42,5,2,1,1,1,1,Fully Furnished,4.6,18,1,1,1,1,1,2
93888,55,3,1,1,1,1,1,Fully Furnished,,,1,1,1,1,1,2
35861,36,3,1,1,1,1,1,Semi Furnished,,,1,0,0,1,1,1
41690,38,2,2,1,1,0,1,Semi Furnished,5,3,1,0,0,1,1,1
60841,43,4,2,1,1,0,1,Semi Furnished,,,1,1,1,1,1,1
36583,34,3,1,1,1,0,1,Semi Furnished,,,1,1,0,1,1,1
142900,89,5,3,1,1,1,1,Fully Furnished,,,1,1,1,1,1,2
140264,110,5,2,1,1,1,1,Fully Furnished,4.5,75,1,1,1,1,1,2
100817,84,5,3,1,1,2,1,Fully Furnished,4.4,37,1,1,1,1,1,2
68100,40,2,1,1,1,1,1,Semi Furnished,,,1,1,1,1,1,1
79996,43,3,2,1,1,2,1,Fully Furnished,4.5,152,1,1,1,1,1,2
56916,42,3,2,1,1,0,1,Semi Furnished,4.4,44,1,1,1,1,1,1
109358,116,4,2,1,1,1,1,Fully Furnished,,,1,1,1,1,1,2
57486,41,2,2,1,1,1,1,Semi Furnished,,,1,1,1,1,1,1
121109,101,5,2,1,1,1,1,Fully Furnished,,,1,1,1,1,1,2
109779,114,4,2,1,1,2,1,Fully Furnished,,,1,1,1,1,1,2
38502,37,2,2,1,1,0,1,Semi Furnished,4,23,1,1,0,1,1,1
15597,20,0,1,1,1,0,1,Unfurnished,,,1,1,0,0,0,0
117322,77,4,2,1,1,2,1,Fully Furnished,4.3,66.5,1,1,1,1,1,2
30055,28,1,1,1,1,0,1,Unfurnished,4.3,66.5,1,1,1,1,1,0
42015,31,1,2,1,1,0,1,Semi Furnished,4,23,1,1,0,1,1,1
63234,41,3,1,1,1,0,1,Semi Furnished,,,1,1,1,1,1,1
16611,30,1,1,1,1,0,1,Unfurnished,4.3,66.5,0,1,1,0,1,0
30664,25,1,1,1,1,0,1,Unfurnished,,,1,1,0,1,1,0
42053,37,3,2,1,1,0,1,Semi Furnished,4.1,36,1,0,0,1,1,1
37498,37,3,1,1,1,1,1,Semi Furnished,,,1,1,1,1,1,1
33312,31,2,1,1,1,0,1,Unfurnished,,,1,1,1,0,0,0
134721,105,6,2,1,1,2,1,Fully Furnished,,,1,1,1,1,1,2
115443,104,5,2,1,1,2,1,Fully Furnished,,,1,1,1,1,1,2
62846,40,4,2,1,1,1,1,Semi Furnished,,,1,1,1,1,1,1
143282,72,6,2,1,1,2,1,Fully Furnished,4.4,77,1,1,1,1,1,2
131639,117,5,2,1,1,2,1,Fully Furnished,4.4,165,1,1,1,1,1,2
88864,52,5,2,1,1,2,1,Fully Furnished,4.7,185,1,1,1,1,1,2
105705,69,5,3,1,1,2,1,Fully Furnished,,,1,1,1,1,1,2
124768,81,4,3,1,1,2,1,Fully Furnished,4.3,23,1,1,1,1,1,2
51119,38,3,1,1,1,0,1,Semi Furnished,,,1,1,1,1,1,1
84103,45,5,2,1,1,1,1,Fully Furnished,4.3,66.5,1,1,1,1,1,2
72612,58,4,2,1,1,1,1,Semi Furnished,4.5,117,1,1,1,1,1,1
12341,14,1,1,1,1,0,0,Unfurnished,4.3,66.5,1,0,1,0,0,0
52771,38,3,1,1,1,0,1,Semi Furnished,4.3,66.5,1,1,1,1,1,1
72286,56,3,2,1,1,2,1,Semi Furnished,4.3,66.5,1,1,1,1,1,1
112229,61,6,3,1,1,2,1,Fully Furnished,,,1,1,1,1,1,2
38800,36,1,2,1,1,0,1,Semi Furnished,4.3,66.5,1,1,0,1,1,1
126921,93,4,2,1,1,2,1,Fully Furnished,4.2,85,1,1,1,1,1,2
26822,28,2,1,1,1,0,1,Unfurnished,4.2,185,1,0,0,1,0,0
90541,50,5,2,1,1,1,1,Fully Furnished,4.4,25,1,1,1,1,1,2
105932,70,6,3,1,1,1,1,Fully Furnished,4.1,254,1,1,1,1,1,2
63982,44,4,2,1,1,1,1,Semi Furnished,4.3,375,1,1,1,1,1,1
88919,41,5,1,1,1,1,1,Fully Furnished,4.5,13607,1,1,1,1,1,2
47275,32,3,1,1,1,0,1,Semi Furnished,4.7,185,1,1,1,1,1,1
65855,42,2,2,1,1,0,1,Semi Furnished,5,5,1,1,1,1,1,1
16703,28,0,1,1,1,0,1,Unfurnished,,,0,1,0,0,0,0
72158,50,5,2,1,1,2,1,Semi Furnished,4,3,1,1,1,1,1,1
136133,62,5,2,1,1,1,1,Fully Furnished,,,1,1,1,1,1,2
65098,42,2,2,1,1,0,1,Semi Furnished,4.3,66.5,1,1,1,1,1,1
13786,21,0,1,1,1,0,1,Unfurnished,4.2,14,1,1,0,0,1,0
129915,60,4,2,1,1,2,1,Fully Furnished,,,1,1,1,1,1,2
80189,52,5,1,1,1,1,1,Fully Furnished,4.3,66.5,1,1,1,1,1,2
23088,30,2,1,1,1,0,0,Unfurnished,,,1,0,1,1,1,0
127123,59,6,3,1,1,2,1,Fully Furnished,4.3,113,1,1,1,1,1,2
25875,33,2,1,1,1,0,1,Unfurnished,4,23,1,0,0,1,1,0
